age,monthly_income,loan_amount,employment_years,monthly_expenses,existing_loans,debt_to_income,loan_to_income,employment_stability,approved
22,175400,488486,8.6,17373,2,9.904789053591792,23.208190801976436,0.3909090909090909,1
48,61479,125277,14.7,45281,0,73.65279201027994,16.98100164283739,0.30624999999999997,1
34,166175,416389,3.1,30187,1,18.165789077779447,20.88104909482975,0.0911764705882353,1
62,185963,172332,4.4,77863,3,41.870156966708436,7.722503938955598,0.07096774193548387,1
24,156826,284231,4.0,107927,2,68.81958348743194,15.103309825326583,0.16666666666666666,0
60,96437,72931,5.6,117113,3,121.43990377137406,6.302128159662093,0.09333333333333332,1
27,113540,139116,10.7,94085,2,82.86506957900299,10.210498502730315,0.39629629629629626,1
29,87982,301671,2.7,49220,0,55.94326112159306,28.573174058330114,0.09310344827586207,1
48,117747,367777,17.4,17642,3,14.982971965315464,26.028759402221148,0.3625,1
30,63231,101913,6.3,89971,1,142.28938337208015,13.431307428318387,0.21,1
58,44301,300216,3.7,65556,1,147.97860093451615,56.47276585178665,0.06379310344827586,1
54,187395,144776,13.7,43760,2,23.351743643106808,6.4380942216530155,0.2537037037037037,1
63,33752,75991,1.2,48192,1,142.78264991704194,18.762098048510705,0.019047619047619046,0
45,113452,235917,12.6,14381,3,12.675845291400769,17.328694073264465,0.27999999999999997,1
36,159467,154092,14.1,106583,0,66.83702584233728,8.05244972314021,0.39166666666666666,1
53,136237,279577,4.7,29558,2,21.696015032626967,17.1011423719939,0.08867924528301888,1
53,71273,236384,1.3,40782,3,57.219423905265664,27.638329615235318,0.024528301886792454,1
45,106878,453777,7.6,14782,2,13.83072288029342,35.38122906491514,0.1688888888888889,1
62,19895,460117,2.4,101417,0,300.0,192.72723464857165,0.03870967741935484,0
33,134968,287113,2.8,64712,2,47.9461798352202,17.727226700650032,0.08484848484848484,1
60,130700,145556,5.5,115764,1,88.57230298393267,9.280540678398367,0.09166666666666666,1
23,91559,375019,6.3,104945,1,114.62008104064046,34.13272680275378,0.27391304347826084,0
24,25699,206989,10.8,29462,2,114.64259309700766,67.11966743193639,0.45,0
58,24715,374264,13.7,70030,0,283.3501921909771,126.1932699440286,0.23620689655172414,0
38,34169,445204,12.1,78519,0,229.79601393075595,108.57892631722711,0.31842105263157894,1
23,133413,422185,3.4,66411,1,49.77850734186324,26.37080594344879,0.14782608695652175,1
23,162235,178467,3.9,65206,0,40.19231361913274,9.167103276111813,0.16956521739130434,1
49,134264,457472,17.6,107469,2,80.04304951438957,28.39381119783908,0.3591836734693878,1
44,20782,430634,11.4,56950,3,274.03522278895196,172.6790812562153,0.2590909090909091,0
58,139481,268800,17.5,12523,2,8.978283780586603,16.0595349904288,0.3017241379310345,1
53,50585,176155,7.7,70926,1,140.21152515567857,29.01963691476393,0.14528301886792452,1
54,45682,340374,12.5,19677,1,43.07385841250383,62.091195656932705,0.23148148148148148,1
22,193936,109778,10.7,85828,1,44.2558369771471,4.7171059868547704,0.48636363636363633,1
40,144992,95833,6.7,25089,0,17.30371330832046,5.507947564923122,0.1675,1
23,99416,334769,9.7,14581,2,14.666653255009255,28.06129462729004,0.42173913043478256,1
47,142810,82088,10.3,21907,3,15.339962187521882,4.790047382302826,0.21914893617021278,1
53,53067,260722,4.4,15609,2,29.413759963819324,40.9422679505782,0.08301886792452831,1
27,188757,484383,6.6,61153,3,32.39773889180269,21.38476983635044,0.24444444444444444,1
53,33073,416081,15.9,60539,2,183.0465938983461,104.83904292524618,0.3,1
25,51035,246375,18.4,54143,1,106.08993827765258,40.229744293132164,0.736,1
32,105373,126361,7.5,32936,3,31.256583754851814,9.99315131327127,0.234375,1
38,98362,400373,6.5,60182,2,61.18419714930563,33.92002670407949,0.17105263157894737,1
59,105517,185189,4.3,118261,0,112.07767468749113,14.625526376476461,0.07288135593220339,1
45,80450,140265,13.7,109524,0,136.1392169049099,14.529210689869485,0.3044444444444444,1
26,25382,147718,6.8,105042,2,300.0,48.4982796207286,0.26153846153846155,0
55,150509,372854,19.8,23163,1,15.389777355506979,20.644058937782237,0.36,1
27,76929,144876,6.9,69758,3,90.67841776183234,15.6936915857479,0.2555555555555556,1
43,113864,80949,8.2,56057,2,49.23153938031336,5.924392257429916,0.19069767441860463,1
32,158401,465763,12.3,22537,0,14.22781421834458,24.503370138656532,0.384375,1
37,40169,262954,16.1,32419,3,80.70651497423387,54.551602811454934,0.4351351351351352,1
54,102468,380280,9.7,52578,0,51.3116289963696,30.92672834445876,0.1796296296296296,1
30,49594,161541,8.7,84991,0,171.37355325240958,27.143908537323064,0.29,1
27,60033,245691,19.9,84599,2,140.92082687855012,34.10499225426016,0.7370370370370369,1
37,78133,111842,0.7,10834,0,13.866100111348597,11.92859184552835,0.018918918918918916,1
50,88861,282930,18.0,42214,3,47.50565489922463,26.53301223258798,0.36,1
24,198362,339134,3.4,102934,1,51.89199544267551,14.247268462037418,0.14166666666666666,1
41,46750,197265,15.8,110028,2,235.35401069518716,35.163101604278076,0.3853658536585366,1
57,55461,342253,12.5,12413,3,22.381493301599324,51.42547616042504,0.21929824561403508,1
40,93222,180356,7.2,19505,2,20.92317264165111,16.12244606065807,0.18,1
47,127020,462449,17.5,112802,0,88.80648716737521,30.33964467537921,0.3723404255319149,1
24,39226,294629,0.8,12105,0,30.859633916280018,62.592200751202434,0.03333333333333333,1
40,21721,262802,4.9,78104,3,300.0,100.82485459539923,0.12250000000000001,0
41,35609,440277,11.6,117634,3,300.0,103.03504731949789,0.28292682926829266,1
53,198202,215582,7.4,68408,1,34.51428340783645,9.064069316488565,0.13962264150943396,1
28,145513,313450,12.4,47679,3,32.76614460563661,17.950858915240104,0.4428571428571429,1
62,119211,53849,1.0,109096,3,91.51504475258156,3.764263924190441,0.016129032258064516,0
54,194967,62360,2.8,89731,2,46.02368605969215,2.665408334059952,0.05185185185185185,1
61,151728,423216,3.0,75131,0,49.51689866076136,23.244226510597912,0.04918032786885246,1
60,139865,303279,4.2,74280,3,53.108354484681655,18.069745826332532,0.07,1
39,89520,144767,9.5,25762,1,28.77792672028597,13.476225052129879,0.24358974358974358,1
61,79309,311445,15.2,116830,3,147.30988916768587,32.72484837786379,0.24918032786885244,0
22,44984,226872,18.2,68703,0,152.72763649297528,42.02827672061177,0.8272727272727273,0
32,133947,480179,16.8,91434,3,68.26132724137159,29.873693824174236,0.525,1
49,20901,104330,4.3,73079,2,300.0,41.596893290592156,0.08775510204081632,0
46,177624,101707,9.1,31577,0,17.777439985587534,4.7716430962782805,0.19782608695652174,1
44,46055,330833,4.4,11214,3,24.349147758115297,59.86194043353961,0.1,1
52,183757,79084,5.7,96339,2,52.42739052117742,3.586439337458346,0.10961538461538461,1
51,160788,90387,10.3,58114,0,36.14324452073538,4.684584670497798,0.2019607843137255,1
63,129099,386960,1.8,99234,3,76.8665907559315,24.978246668577345,0.02857142857142857,0
56,26138,52642,4.8,73230,2,280.16680694773896,16.78335501313541,0.08571428571428572,0
28,181370,354281,18.7,42980,1,23.697414125820146,16.278004447630074,0.6678571428571428,1
37,197184,236633,9.6,77194,2,39.14820675105485,10.0005155928811,0.2594594594594595,1
47,38429,374404,9.2,87806,1,228.4889016107627,81.1895530285288,0.1957446808510638,1
23,65200,196510,0.8,47792,3,73.30061349693253,25.11630879345603,0.034782608695652174,0
22,194316,360586,5.3,55807,2,28.719714279832846,15.463900725279098,0.2409090909090909,1
33,116268,415205,17.4,32301,1,27.78150479925689,29.759191408355406,0.5272727272727272,1
26,32347,446210,3.7,15141,0,46.80805020558321,114.95398852031616,0.1423076923076923,1
58,162992,304511,8.6,114292,2,70.12123294394816,15.568811148195413,0.1482758620689655,1
53,46822,437988,0.8,23777,3,50.781683823843494,77.95267182093887,0.01509433962264151,1
30,192731,411719,9.8,48346,0,25.08470355054454,17.801970968171528,0.3266666666666667,1
62,55108,313957,0.9,64703,1,117.41126515206504,47.476016791270474,0.014516129032258065,0
56,143955,405171,16.5,104977,2,72.92348303289222,23.454725435031783,0.29464285714285715,1
40,22967,435633,16.6,57819,2,251.74816040405798,158.06483215047678,0.41500000000000004,0
37,125719,134381,15.9,38469,3,30.599193439336936,8.907497408241131,0.4297297297297297,1
24,26871,299880,6.0,13845,0,51.523947750362844,92.99988835547617,0.25,0
41,179685,367420,16.8,33290,2,18.526866460750757,17.040005194275167,0.40975609756097564,1
45,43179,353387,11.1,40699,2,94.25646726417935,68.20194230219937,0.24666666666666665,1
54,198260,243984,7.8,54252,0,27.364067386260466,10.25522041763341,0.14444444444444443,1
45,70099,110272,12.7,108682,2,155.0407281130972,13.109079064370865,0.2822222222222222,1
32,50262,223123,0.7,13293,0,26.447415542557,36.99332166116218,0.021875,1
29,93213,263808,3.3,119934,0,128.66660229796275,23.584693122203984,0.11379310344827585,1
57,132407,303091,15.0,67089,0,50.66877128852704,19.075716037168224,0.2631578947368421,1
59,164340,377762,5.3,26608,3,16.190823901667276,19.155510932619364,0.08983050847457627,1
61,101269,314064,12.2,76273,0,75.31722442208377,25.84403914327188,0.19999999999999998,0
41,75545,156121,8.0,26619,0,35.23595208154081,17.22163390473669,0.1951219512195122,1
56,54922,126872,17.2,88006,1,160.23815593022832,19.250330772125317,0.3071428571428571,1
46,57913,393276,19.1,97908,1,169.0604872826481,56.590057500043166,0.41521739130434787,1
56,112033,314237,17.7,91653,3,81.80893129702855,23.373842231009316,0.31607142857142856,1
46,119792,325049,5.8,24779,0,20.68502070255109,22.612041427362986,0.12608695652173912,1
50,195913,171759,4.3,61040,1,31.156686896734776,7.305921505974592,0.086,1
39,192404,467567,9.8,104830,1,54.484314255420884,20.251094918331567,0.2512820512820513,1
39,134863,343125,0.6,66325,2,49.17953775312725,21.20207173205401,0.015384615384615384,1
23,171104,386047,1.0,31630,0,18.4858331774827,18.801771632067826,0.043478260869565216,1
56,183918,382965,11.3,115575,1,62.84050500766646,17.352162376711362,0.2017857142857143,1
37,59936,421344,10.6,22178,3,37.00280298985585,58.582487987186326,0.2864864864864865,1
62,175866,132289,19.9,29935,2,17.021482264906236,6.2684562867941125,0.32096774193548383,1
57,196403,166506,4.4,57258,2,29.153322505257044,7.064810618982397,0.07719298245614035,1
54,43141,128513,5.5,32784,0,75.99267518138197,24.824219806371357,0.10185185185185185,1
25,155146,463090,2.7,73722,0,47.517821922576154,24.873882235657597,0.10800000000000001,1
54,152478,232003,18.4,33027,2,21.660173926730415,12.679588749415217,0.34074074074074073,1
35,112359,450890,15.7,106544,3,94.82462464066074,33.44117219507709,0.44857142857142857,1
42,138279,362660,16.5,67853,0,49.06963457936491,21.855572188594557,0.39285714285714285,1
41,169363,309480,18.1,77359,0,45.676446449342535,15.227647124814748,0.4414634146341464,1
29,56568,312043,10.7,82388,2,145.64418045538113,45.96871611747513,0.36896551724137927,1
28,112539,241758,9.3,88608,2,78.73537173779756,17.901794044731158,0.3321428571428572,1
24,61851,381356,6.9,86669,0,140.12546280577516,51.38100704380959,0.28750000000000003,0
38,69823,183498,12.0,25111,1,35.96379416524641,21.900376666714404,0.3157894736842105,1
54,38312,304024,9.4,42312,0,110.44059302568385,66.12897612584395,0.17407407407407408,1
33,189180,180970,9.3,34161,1,18.057405645417063,7.971684815167213,0.28181818181818186,1
43,180243,140009,18.8,114823,2,63.70455440710596,6.473159382981124,0.4372093023255814,1
43,187851,249570,19.7,77313,1,41.15655492917259,11.071274573997476,0.4581395348837209,1
51,113723,473159,16.0,60374,3,53.08864521688664,34.671892815584066,0.3137254901960784,1
59,27411,247467,15.3,34014,2,124.08886943197986,75.23348290832148,0.2593220338983051,0
59,72009,94816,13.8,90308,0,125.41210126511963,10.972702486263291,0.23389830508474577,1
29,161494,54138,3.7,56389,0,34.91708670291157,2.793602239092474,0.12758620689655173,1
48,188540,141176,1.7,28161,2,14.93635302853506,6.239878363565645,0.035416666666666666,1
48,47371,388089,14.0,117800,2,248.67534989761668,68.27119967912859,0.2916666666666667,1
55,72022,316161,14.7,17490,3,24.284246480242146,36.58153064341451,0.2672727272727273,1
42,86229,322595,1.4,117197,2,135.91367173456726,31.17618975827931,0.03333333333333333,0
51,114071,244028,18.6,34502,0,30.246074813055028,17.82720118756447,0.3647058823529412,1
54,197268,406007,2.3,45757,3,23.195348459963096,17.151244330893338,0.04259259259259259,1
49,111774,322422,6.1,51111,0,45.72709216812497,24.038237872850573,0.12448979591836734,1
54,41715,271552,13.6,108273,1,259.55411722402016,54.24747293139958,0.2518518518518518,1
26,42605,93764,3.8,93245,2,218.8592888158667,18.33978797480734,0.14615384615384613,1
40,114853,173030,1.6,68645,1,59.767703063916485,12.554453663958858,0.04,1
25,46174,444350,7.0,69055,0,149.55386148048686,80.19484269646698,0.28,1
56,156028,375087,15.4,18998,1,12.17601968877381,20.033103032788986,0.275,1
38,91373,145667,8.6,38906,1,42.57931774156479,13.285014902286962,0.2263157894736842,1
49,84252,366462,13.2,111026,0,131.778474101505,36.24661729098419,0.2693877551020408,1
51,85017,415567,11.8,80192,0,94.32466447886894,40.733716001897655,0.23137254901960785,1
50,78037,416142,0.9,60477,2,77.49785358227508,44.438535566462065,0.018000000000000002,0
27,104818,110128,19.8,46901,1,44.74517735503444,8.755493649309596,0.7333333333333334,1
56,21548,269128,1.3,101271,3,300.0,104.08081183095106,0.023214285714285715,0
62,131981,334013,19.4,62021,3,46.99237011388003,21.089714933715207,0.3129032258064516,1
58,169249,283540,11.2,39092,0,23.09732996945329,13.960693022312293,0.19310344827586207,1
45,39022,55039,19.3,11242,0,28.809389575111478,11.753839714349171,0.42888888888888893,1
50,121297,202353,2.7,116843,1,96.32802130308251,13.90203385079598,0.054000000000000006,1
52,151614,162935,10.1,11831,0,7.803369082010896,8.955582378056556,0.19423076923076923,1
56,75428,60442,3.8,60721,3,80.5019356207244,6.677670537908116,0.06785714285714285,1
54,168812,385932,1.5,38511,2,22.812951685899108,19.05137075563349,0.027777777777777776,1
42,74353,431873,12.5,82782,2,111.33646255026697,48.40344931161711,0.2976190476190476,1
